decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-006281,ORD-006281,SUP-006,2026-06-12T15:01:00.029Z,cluster-resolve-v1,1.0.0,0.83,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006282,ORD-006282,SUP-016,2026-06-14T21:05:17.773Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006283,ORD-006283,SUP-018,2025-11-01T04:22:28.148Z,cluster-resolve-v1,1.0.0,0.83,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006284,ORD-006284,SUP-003,2026-06-17T09:15:01.498Z,cluster-resolve-v1,1.0.0,0.93,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006285,ORD-006285,SUP-013,2026-03-09T09:54:35.276Z,cluster-resolve-v1,1.0.0,0.92,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006286,ORD-006286,SUP-015,2026-08-13T21:15:22.265Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006287,ORD-006287,SUP-013,2026-03-12T04:33:19.408Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Karnak Pharma Services due to strategic volume contract despite higher per-unit quote.
DEC-006288,ORD-006288,SUP-024,2025-12-14T02:10:03.063Z,cluster-resolve-v1,1.0.0,0.86,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006289,ORD-006289,SUP-013,2026-07-10T16:38:58.980Z,cluster-resolve-v1,1.0.0,0.91,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006290,ORD-006290,SUP-015,2026-07-07T02:48:09.537Z,cluster-resolve-v1,1.0.0,0.87,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006291,ORD-006291,SUP-016,2026-05-21T04:05:59.431Z,cluster-resolve-v1,1.0.0,0.94,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006292,ORD-006292,SUP-013,2026-06-24T02:32:06.923Z,cluster-resolve-v1,1.0.0,0.95,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006293,ORD-006293,SUP-015,2026-07-23T20:29:30.808Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006294,ORD-006294,SUP-025,2026-03-30T23:18:21.943Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006295,ORD-006295,SUP-016,2026-07-31T14:48:40.206Z,cluster-resolve-v1,1.0.0,0.85,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006296,ORD-006296,SUP-021,2026-06-02T22:01:29.464Z,cluster-resolve-v1,1.0.0,0.96,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006297,ORD-006297,SUP-020,2026-04-29T21:45:07.776Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Nefertiti Drug Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-006298,ORD-006298,SUP-019,2026-05-13T05:01:59.607Z,cluster-resolve-v1,1.0.0,0.83,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006299,ORD-006299,SUP-004,2026-01-05T07:50:32.245Z,cluster-resolve-v1,1.0.0,0.87,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006300,ORD-006300,SUP-015,2026-03-20T17:46:29.859Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006301,ORD-006301,SUP-012,2026-03-21T14:24:05.303Z,cluster-resolve-v1,1.0.0,0.91,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006302,ORD-006302,SUP-028,2026-08-10T23:31:56.219Z,cluster-resolve-v1,1.0.0,0.92,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006303,ORD-006303,SUP-019,2026-06-11T23:07:59.582Z,cluster-resolve-v1,1.0.0,0.94,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006304,ORD-006304,SUP-024,2026-04-23T17:18:20.846Z,cluster-resolve-v1,1.0.0,0.84,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006305,ORD-006305,SUP-002,2026-08-09T21:41:30.483Z,cluster-resolve-v1,1.0.0,0.93,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006306,ORD-006306,SUP-019,2026-06-12T09:35:48.398Z,cluster-resolve-v1,1.0.0,0.89,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006307,ORD-006307,SUP-015,2026-04-08T19:27:28.086Z,cluster-resolve-v1,1.0.0,0.83,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006308,ORD-006308,SUP-024,2025-12-04T14:51:35.237Z,cluster-resolve-v1,1.0.0,0.95,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-006309,ORD-006309,SUP-018,2026-07-18T17:04:21.326Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Ramses Healthcare Distro due to strategic volume contract despite higher per-unit quote.
DEC-006310,ORD-006310,SUP-007,2026-08-04T21:34:40.482Z,cluster-resolve-v1,1.0.0,0.95,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006311,ORD-006311,SUP-004,2026-03-21T18:30:52.231Z,cluster-resolve-v1,1.0.0,0.88,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006312,ORD-006312,SUP-018,2026-05-03T21:38:16.286Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Ramses Healthcare Distro due to strategic volume contract despite higher per-unit quote.
DEC-006313,ORD-006313,SUP-007,2026-04-20T19:47:39.191Z,cluster-resolve-v1,1.0.0,0.82,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006314,ORD-006314,SUP-015,2026-05-16T16:52:20.720Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006315,ORD-006315,SUP-008,2025-11-20T17:27:54.476Z,cluster-resolve-v1,1.0.0,0.91,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006316,ORD-006316,SUP-021,2026-06-04T05:15:05.176Z,cluster-resolve-v1,1.0.0,0.72,Selected Red Sea Pharma Supply under emergency stock allocation.
DEC-006317,ORD-006317,SUP-013,2026-08-06T17:30:19.688Z,cluster-resolve-v1,1.0.0,0.86,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-006318,ORD-006318,SUP-016,2026-02-27T16:50:34.823Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006319,ORD-006319,SUP-018,2026-06-14T21:22:27.010Z,cluster-resolve-v1,1.0.0,0.94,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-006320,ORD-006320,SUP-021,2026-08-04T16:01:45.460Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Red Sea Pharma Supply due to strategic volume contract despite higher per-unit quote.
DEC-006321,ORD-006321,SUP-015,2026-02-11T08:39:53.250Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006322,ORD-006322,SUP-027,2026-08-02T06:35:54.075Z,cluster-resolve-v1,1.0.0,0.95,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006323,ORD-006323,SUP-026,2026-08-01T15:17:35.660Z,cluster-resolve-v1,1.0.0,0.84,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-006324,ORD-006324,SUP-009,2026-01-22T13:56:49.138Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Amal Medical Distribution due to strategic volume contract despite higher per-unit quote.
DEC-006325,ORD-006325,SUP-004,2026-03-16T01:52:06.664Z,cluster-resolve-v1,1.0.0,0.95,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006326,ORD-006326,SUP-021,2025-11-07T06:05:26.088Z,cluster-resolve-v1,1.0.0,0.96,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-006327,ORD-006327,SUP-016,2026-05-12T06:41:10.673Z,cluster-resolve-v1,1.0.0,0.96,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006328,ORD-006328,SUP-015,2026-08-04T05:54:28.808Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006329,ORD-006329,SUP-023,2026-03-16T19:15:51.524Z,cluster-resolve-v1,1.0.0,0.9,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006330,ORD-006330,SUP-015,2026-01-29T23:28:16.319Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006331,ORD-006331,SUP-012,2026-08-10T07:06:33.533Z,cluster-resolve-v1,1.0.0,0.91,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006332,ORD-006332,SUP-019,2026-08-10T04:02:08.538Z,cluster-resolve-v1,1.0.0,0.83,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006333,ORD-006333,SUP-007,2026-05-11T04:12:24.220Z,cluster-resolve-v1,1.0.0,0.85,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006334,ORD-006334,SUP-008,2026-02-25T21:31:45.054Z,cluster-resolve-v1,1.0.0,0.91,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006335,ORD-006335,SUP-015,2026-01-11T06:59:31.167Z,cluster-resolve-v1,1.0.0,0.72,Selected Lotus Drug Distribution under emergency stock allocation.
DEC-006336,ORD-006336,SUP-016,2026-08-10T19:04:15.617Z,cluster-resolve-v1,1.0.0,0.85,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006337,ORD-006337,SUP-023,2026-08-11T15:16:32.993Z,cluster-resolve-v1,1.0.0,0.9,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006338,ORD-006338,SUP-028,2025-10-05T13:01:45.083Z,cluster-resolve-v1,1.0.0,0.94,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006339,ORD-006339,SUP-025,2026-02-22T08:08:56.182Z,cluster-resolve-v1,1.0.0,0.91,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006340,ORD-006340,SUP-005,2026-06-28T11:08:46.354Z,cluster-resolve-v1,1.0.0,0.92,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006341,ORD-006341,SUP-009,2026-07-10T04:26:37.172Z,cluster-resolve-v1,1.0.0,0.92,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006342,ORD-006342,SUP-015,2026-03-19T20:35:44.166Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006343,ORD-006343,SUP-022,2026-06-16T02:38:39.995Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Mediterranean Med Logistics due to strategic volume contract despite higher per-unit quote.
DEC-006344,ORD-006344,SUP-004,2026-01-28T01:46:14.795Z,cluster-resolve-v1,1.0.0,0.72,Selected Cairo Valley Drug Distribution under emergency stock allocation.
DEC-006345,ORD-006345,SUP-025,2026-03-30T01:39:48.107Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Salam Medical Trading due to strategic volume contract despite higher per-unit quote.
DEC-006346,ORD-006346,SUP-007,2026-08-04T19:07:21.153Z,cluster-resolve-v1,1.0.0,0.83,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006347,ORD-006347,SUP-014,2026-08-13T18:57:19.288Z,cluster-resolve-v1,1.0.0,0.88,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006348,ORD-006348,SUP-011,2026-07-31T09:10:09.356Z,cluster-resolve-v1,1.0.0,0.89,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-006349,ORD-006349,SUP-015,2026-03-20T06:40:32.903Z,cluster-resolve-v1,1.0.0,0.82,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006350,ORD-006350,SUP-002,2026-08-11T09:19:26.667Z,cluster-resolve-v1,1.0.0,0.83,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-006351,ORD-006351,SUP-004,2026-04-09T00:21:49.885Z,cluster-resolve-v1,1.0.0,0.93,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006352,ORD-006352,SUP-012,2026-01-03T14:04:16.361Z,cluster-resolve-v1,1.0.0,0.85,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-006353,ORD-006353,SUP-005,2026-08-11T07:41:59.500Z,cluster-resolve-v1,1.0.0,0.92,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006354,ORD-006354,SUP-016,2025-10-03T10:33:09.709Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006355,ORD-006355,SUP-019,2026-05-28T13:12:16.765Z,cluster-resolve-v1,1.0.0,0.94,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006356,ORD-006356,SUP-015,2026-08-04T12:04:50.991Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006357,ORD-006357,SUP-001,2026-06-16T12:00:35.050Z,cluster-resolve-v1,1.0.0,0.87,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006358,ORD-006358,SUP-025,2026-08-06T15:51:58.539Z,cluster-resolve-v1,1.0.0,0.83,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006359,ORD-006359,SUP-015,2026-05-18T03:22:00.284Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006360,ORD-006360,SUP-014,2026-05-24T23:06:44.775Z,cluster-resolve-v1,1.0.0,0.92,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006361,ORD-006361,SUP-010,2026-04-01T19:01:01.906Z,cluster-resolve-v1,1.0.0,0.95,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006362,ORD-006362,SUP-019,2026-06-03T15:59:13.958Z,cluster-resolve-v1,1.0.0,0.85,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-006363,ORD-006363,SUP-015,2026-02-14T13:32:14.510Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006364,ORD-006364,SUP-007,2026-05-15T16:25:58.469Z,cluster-resolve-v1,1.0.0,0.93,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-006365,ORD-006365,SUP-003,2026-06-07T09:23:55.439Z,cluster-resolve-v1,1.0.0,0.89,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006366,ORD-006366,SUP-014,2025-11-24T08:32:30.164Z,cluster-resolve-v1,1.0.0,0.89,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-006367,ORD-006367,SUP-008,2026-06-05T02:18:30.672Z,cluster-resolve-v1,1.0.0,0.85,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-006368,ORD-006368,SUP-027,2025-10-05T17:36:24.799Z,cluster-resolve-v1,1.0.0,0.93,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-006369,ORD-006369,SUP-006,2026-03-24T17:59:31.162Z,cluster-resolve-v1,1.0.0,0.94,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-006370,ORD-006370,SUP-015,2025-10-23T02:46:53.220Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006371,ORD-006371,SUP-023,2026-07-26T10:35:22.398Z,cluster-resolve-v1,1.0.0,0.96,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006372,ORD-006372,SUP-016,2026-01-10T03:55:51.558Z,cluster-resolve-v1,1.0.0,0.85,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-006373,ORD-006373,SUP-015,2026-08-08T13:31:46.160Z,cluster-resolve-v1,1.0.0,0.89,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-006374,ORD-006374,SUP-018,2026-04-29T22:10:52.361Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Ramses Healthcare Distro due to strategic volume contract despite higher per-unit quote.
DEC-006375,ORD-006375,SUP-013,2025-11-11T16:06:18.423Z,cluster-resolve-v1,1.0.0,0.72,Selected Karnak Pharma Services under emergency stock allocation.
DEC-006376,ORD-006376,SUP-001,2026-08-10T19:46:24.338Z,cluster-resolve-v1,1.0.0,0.88,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
